10	-0.05482	-0.04964
20	-0.04044	-0.00428
30	-0.03786	-0.00266667
40	-0.03734	-0.002055
50	-0.042064	-0.008116
60	-0.0380533	-0.00939667
70	-0.03512	-0.0101143
80	-0.03881	-0.0129325
90	-0.0416844	-0.0189489
100	-0.040038	-0.014048
110	-0.0391255	-0.0138745
120	-0.0365433	-0.0141683
130	-0.0353108	-0.0130015
140	-0.0353743	-0.01571
150	-0.0364173	-0.0168173
160	-0.0379513	-0.0177288
170	-0.0358	-0.0177518
180	-0.0374456	-0.0167044
190	-0.0372421	-0.0156326
200	-0.036744	-0.012486
210	-0.0365876	-0.0111686
220	-0.0359155	-0.0112618
230	-0.03392	-0.0106313
240	-0.0340467	-0.008555
250	-0.0339784	-0.0093664
260	-0.0340215	-0.0102208
270	-0.0342319	-0.00907481
280	-0.0341507	-0.00857571
290	-0.0334952	-0.00812207
300	-0.03201	-0.00767067
310	-0.0319426	-0.00584903
320	-0.0312062	-0.0072775
330	-0.0308376	-0.00796303
340	-0.0307935	-0.00701176
350	-0.0311509	-0.00718514
360	-0.0312344	-0.00703444
370	-0.0310151	-0.00787189
380	-0.0305674	-0.00969579
390	-0.0297195	-0.0099641
400	-0.0301215	-0.008861
410	-0.0303863	-0.00770732
420	-0.0308686	-0.00831857
430	-0.0303898	-0.00805907
440	-0.0296541	-0.00701364
450	-0.0296027	-0.00617244
460	-0.0297517	-0.00525391
470	-0.0297974	-0.00375745
480	-0.02962	-0.00433792
490	-0.0297073	-0.00410367
500	-0.0295936	-0.0048248
510	-0.0295165	-0.00444706
520	-0.0295785	-0.00462115
530	-0.0299317	-0.00369623
540	-0.0300296	-0.00374852
550	-0.0300815	-0.00393564
560	-0.0295193	-0.00416714
570	-0.0297221	-0.00429754
580	-0.0294566	-0.00416517
590	-0.0293875	-0.00366373
600	-0.028942	-0.00278
610	-0.0289439	-0.00215344
620	-0.0292168	-0.0029671
630	-0.0296616	-0.00289905
640	-0.0296106	-0.00240938
650	-0.0294326	-0.00275169
660	-0.0299961	-0.00301152
670	-0.0297203	-0.00269224
680	-0.0303182	-0.00247618
690	-0.0302788	-0.00217246
700	-0.0303774	-0.00173857
710	-0.0300234	-0.00124282
720	-0.0300706	-0.00129167
730	-0.0302329	-0.00151808
740	-0.030193	-0.00114243
750	-0.0301827	-0.00122107
760	-0.0302924	-0.00145184
770	-0.0304364	-0.00128753
780	-0.0304318	-0.00149821
790	-0.0301696	-0.00142658
800	-0.0299437	-0.00196025
810	-0.0298578	-0.00170914
820	-0.0299983	-0.00133293
830	-0.0297116	-0.00116964
840	-0.0299874	-0.000486905
850	-0.0301285	-0.000247059
860	-0.0303398	0.000361628
870	-0.030343	9.1954e-05
880	-0.0304532	7.56818e-05
890	-0.0302699	0.00027618
900	-0.0300536	0.000148444
910	-0.0303629	0.000404176
920	-0.0301902	7.58696e-05
930	-0.0301615	5.46237e-05
940	-0.0299749	0.000127447
950	-0.0299158	-0.000209684
960	-0.0303733	-0.000512083
970	-0.0302522	-0.000516289
980	-0.030129	-0.000951429
990	-0.0302947	-0.000949899
1000	-0.030545	-0.0006928
